Species	SRA	Percent
Rice	SRR21019287	55.27
Rice	SRR9129856	55.26
Rice	SRR8746730	55.23
Rice	SRR8746726	55.14
Rice	SRR8240827	55.13
Rice	SRR8746733	55.11
Rice	SRR17972635	55.08
Rice	SRR21019288	55.03
Rice	SRR8848657	55.02
Rice	SRR8746724	55.00
Rice	SRR21019284	54.98
Rice	SRR12339151	54.92
Rice	SRR12873465	54.92
Rice	SRR9129988	54.89
Rice	SRR21118387	54.88
Rice	SRR21118386	54.86
Rice	ERR6683671	54.85
Rice	SRR8746731	54.82
Rice	SRR12764707	54.81
Rice	SRR21118388	54.79
Rice	SRR8746727	54.74
Rice	SRR9129928	54.74
Rice	SRR3510028	54.72
Rice	ERR6683674	54.70
Rice	SRR8746732	54.66
Rice	ERR6683638	54.62
Rice	SRR2931157	54.61
Rice	ERR6683675	54.58
Rice	SRR2001617	54.57
Rice	SRR9129784	54.55
Rice	SRR9129977	54.55
Rice	SRR8746725	54.52
Rice	SRR7516800	54.36
Rice	SRR8240829	54.27
Rice	SRR7516792	54.23
Rice	SRR5087329	54.20
Rice	SRR12764691	54.18
Rice	SRR12764699	54.13
Rice	SRR7516793	54.09
Rice	SRR9129780	54.03
Rice	SRR11176518	53.96
Rice	SRR9130004	53.96
Rice	SRR6326699	53.95
Rice	SRR8820109	53.95
Rice	SRR12764706	53.93
Rice	SRR9129867	53.91
Rice	SRR8240821	53.85
Rice	SRR6326701	53.81
Rice	SRR6326700	53.79
Rice	SRR6326705	53.77
Rice	SRR9129972	53.74
Rice	SRR21019286	53.56
Rice	SRR2931129	53.54
Rice	SRR6326706	53.54
Rice	SRR6326708	53.53
Rice	SRR9129990	53.50
Rice	SRR10814913	53.49
Rice	SRR6326702	53.49
Rice	SRR21019285	53.44
Rice	SRR6326703	53.32
Rice	SRR22854103	53.31
Rice	SRR8848655	53.28
Rice	SRR10982692	53.26
Rice	SRR11262941	53.23
Rice	SRR12764692	53.18
Rice	SRR2001615	53.12
Rice	SRR20140168	53.10
Rice	SRR8848659	53.02
Rice	SRR6326704	53.00
Rice	SRR12764693	52.89
Rice	SRR8848656	52.60
Rice	SRR9129929	52.54
Rice	SRR8848654	52.53
Rice	SRR9129897	52.36
Rice	SRR2931155	52.33
Rice	SRR9130018	52.32
Rice	SRR6326707	52.23
Rice	SRR2931367	52.22
Rice	SRR10814912	51.91
Rice	SRR8240822	51.86
Rice	SRR8848667	51.78
Rice	SRR10814911	51.71
Rice	SRR11263162	51.64
Rice	SRR8240824	51.53
Rice	SRR8240828	51.50
Rice	SRR11263038	51.43
Rice	SRR8820107	51.13
Rice	SRR17972633	50.94
Rice	SRR9129981	50.82
Rice	SRR10814914	50.78
Rice	SRR8848663	50.73
Rice	SRR20140162	50.72
Rice	SRR9129844	50.72
Rice	SRR9130001	50.51
Rice	SRR10982694	50.35
Rice	SRR8820110	50.21
Rice	SRR9129921	50.10
Rice	SRR8240823	49.93
Rice	SRR8848706	49.92
Rice	SRR9129986	49.91
Rice	SRR9129779	49.62
Rice	SRR8848661	49.59
Rice	SRR8848707	49.48
Rice	SRR9129852	49.38
Rice	SRR8848664	49.31
Rice	SRR8240825	49.21
Rice	SRR11263040	49.07
Rice	SRR9129865	49.07
Rice	SRR3051742	48.92
Rice	SRR8848660	48.92
Rice	SRR8240819	48.85
Rice	SRR20140164	48.82
Rice	SRR9129989	48.77
Rice	SRR20140163	48.66
Rice	SRR5078052	48.59
Rice	DRR006573	48.08
Rice	SRR9129991	48.07
Rice	SRR10814910	47.99
Rice	SRR9130017	47.95
Rice	SRR8848658	47.80
Rice	SRR10982693	47.77
Rice	SRR8848701	47.46
Rice	SRR9129946	47.31
Rice	ERR2851482	46.99
Rice	SRR9129987	46.84
Rice	SRR8848662	46.73
Rice	SRR9129826	46.61
Rice	SRR9129870	46.56
Rice	SRR9129854	46.55
Rice	SRR9129851	46.22
Rice	SRR8848705	46.14
Rice	SRR8848665	46.06
Rice	SRR9129912	46.06
Rice	SRR8848695	46.02
Rice	SRR13684564	45.82
Rice	SRR9130026	45.80
Rice	SRR9129855	45.67
Rice	ERR2851506	45.63
Rice	SRR9129942	45.40
Rice	SRR20140161	45.37
Rice	SRR10982691	45.35
Rice	ERR2851492	45.18
Rice	DRR006572	45.10
Rice	SRR8848702	45.00
Rice	SRR9129825	44.96
Rice	SRR9129853	44.94
Rice	SRR9130021	44.92
Rice	DRR006749	44.90
Rice	SRR13684563	44.82
Rice	SRR9129984	44.74
Rice	SRR10814909	44.71
Rice	ERR2851499	44.68
Rice	ERR2851493	44.65
Rice	SRR8848666	44.41
Rice	ERR2851486	44.22
Rice	SRR9129821	44.21
Rice	ERR2851495	44.13
Rice	SRR9129898	44.13
Rice	ERR2851498	44.09
Rice	SRR10982695	43.88
Rice	ERR2851479	43.76
Rice	SRR9129941	43.74
Rice	SRR9129927	43.55
Rice	ERR2851500	43.48
Rice	ERR2851484	43.37
Rice	ERR2851501	43.35
Rice	ERR2851496	43.27
Rice	SRR9129873	43.23
Rice	SRR9129823	43.16
Rice	SRR9129997	43.09
Rice	ERR2851504	43.06
Rice	SRR8848696	43.03
Rice	ERR2851478	42.98
Rice	SRR2931132	42.83
Rice	ERR2851503	42.76
Rice	SRR9129842	42.64
Rice	SRR9129829	42.60
Rice	ERR2851483	42.58
Rice	ERR2851497	42.56
Rice	ERR2851502	42.54
Rice	SRR8848703	42.31
Rice	ERR2851491	42.16
Rice	ERR2851488	42.08
Rice	SRR9129902	42.05
Rice	SRR9129976	41.90
Rice	ERR2851480	41.82
Rice	ERR2851487	41.69
Rice	ERR2851494	41.69
Rice	SRR3485266	41.56
Rice	SRR2931363	41.52
Rice	ERR2851485	41.51
Rice	SRR9129924	41.51
Rice	ERR2851505	41.44
Rice	SRR11607897	41.41
Rice	ERR2851477	41.27
Rice	SRR8848704	41.24
Rice	SRR8820096	41.15
Rice	ERR2851481	41.02
Rice	SRR21019289	40.98
Rice	SRR3485261	40.91
Rice	DRR006570	40.90
Rice	SRR8848708	40.85
Rice	DRR006571	40.73
Rice	SRR11607896	40.68
Rice	SRR3485260	40.67
Rice	ERR2851490	40.48
Rice	ERR2851489	40.45
Rice	SRR3051747	40.45
Rice	SRR3485262	40.44
Rice	DRR006747	40.29
Rice	SRR9129845	39.95
Rice	SRR9129973	39.85
Rice	SRR9129985	39.84
Rice	SRR9129858	39.42
Rice	SRR3485267	39.29
Rice	SRR3485264	39.13
Rice	SRR2931137	38.63
Rice	SRR3485265	38.28
Rice	SRR2931362	38.01
Rice	SRR8820099	37.80
Rice	SRR8820100	36.70
Rice	SRR2931393	36.53
Rice	SRR9130020	36.12
Rice	SRR3485263	35.82
Rice	SRR2857727	35.51
Rice	SRR9129899	35.42
Rice	SRR9129850	35.36
Rice	SRR20140167	34.45
Rice	SRR9130003	32.64
Rice	SRR9129849	31.81
Rice	ERR6683692	31.40
Rice	SRR9130022	31.39
Rice	ERR6688916	31.23
Rice	ERR6684041	31.17
Rice	SRR8240818	30.98
Rice	SRR11342742	28.82
Rice	SRR2931497	27.99
Rice	SRR9129822	26.95
Rice	SRR11342741	24.52
Rice	SRR11607895	24.24
Rice	SRR2931145	24.22
Rice	SRR11342749	23.72
Rice	SRR2931375	23.27
Rice	SRR9129872	22.72
Rice	SRR11342750	21.17
Rice	SRR2931361	20.03
Rice	ERR2022919	19.90
Rice	SRR11607894	19.68
Rice	SRR2931487	18.96
Rice	SRR2931382	18.10
Rice	SRR2931371	17.37
Rice	ERR2022920	16.52
Rice	SRR4098179	15.97
Rice	SRR4098180	15.52
Rice	SRR11607893	13.81
Rice	SRR4098182	11.60
Rice	SRR2293667	10.68
Rice	ERR2022918	9.48
Rice	ERR2022921	6.81
Rice	SRR11607892	5.98
Rice	SRR4098181	4.90
Rice	SRR2458943	2.62
Rice	SRR2459266	2.38
Rice	SRR2459139	1.07
Rice	SRR2459249	0.75
Rice	SRR2459248	0.25
Rice	SRR2459247	0.21
Rice	SRR12567749	0.07
Rice	SRR12567751	0.05
Rice	SRR12567752	0.04
Rice	SRR12567750	0.01
Rice	SRR11454472	0.00
Soybean	SRR18251448	93.80
Soybean	SRR18251437	93.73
Soybean	SRR18251444	93.71
Soybean	SRR18251446	93.66
Soybean	SRR18251445	93.62
Soybean	SRR18251443	93.38
Soybean	SRR18251441	93.24
Soybean	SRR18251439	92.95
Soybean	SRR18251438	92.80
Soybean	SRR18251440	85.70
Soybean	SRR10202466	85.49
Soybean	SRR6983158	84.24
Soybean	SRR6983153	81.18
Soybean	SRR6983154	80.14
Soybean	SRR891260	76.96
Soybean	SRR12164950	75.42
Soybean	SRR2079646	75.11
Soybean	SRR2079644	75.01
Soybean	SRR12164952	74.98
Soybean	SRR2079650	74.80
Soybean	SRR12164951	74.62
Soybean	SRR891284	74.55
Soybean	SRR12164948	74.46
Soybean	SRR923882	73.96
Soybean	SRR2079648	73.86
Soybean	SRR19849614	73.67
Soybean	SRR19849613	73.62
Soybean	SRR2079649	73.43
Soybean	SRR2079642	73.34
Soybean	SRR19849616	73.28
Soybean	SRR19849624	73.24
Soybean	SRR3033499	72.95
Soybean	SRR3033512	72.86
Soybean	SRR3033511	72.80
Soybean	SRR3033515	72.71
Soybean	SRR3033498	72.65
Soybean	SRR3033514	72.36
Soybean	SRR2079645	72.21
Soybean	SRR3033517	72.21
Soybean	SRR3033513	72.20
Soybean	SRR3033496	72.12
Soybean	SRR2079652	72.08
Soybean	SRR19849628	71.96
Soybean	SRR2079647	71.91
Soybean	SRR3033510	71.87
Soybean	SRR3033519	71.80
Soybean	SRR3033504	71.77
Soybean	SRR3033497	71.72
Soybean	SRR3033509	71.71
Soybean	SRR3033508	71.63
Soybean	SRR3033503	71.35
Soybean	SRR18251442	70.94
Soybean	SRR3033516	70.64
Soybean	SRR2079651	70.58
Soybean	SRR2545901	70.50
Soybean	SRR3033507	70.45
Soybean	SRR18251447	70.39
Soybean	SRR3033501	70.35
Soybean	SRR19849617	70.21
Soybean	SRR3033518	70.17
Soybean	SRR2079653	69.88
Soybean	SRR12164947	69.64
Soybean	SRR3033505	69.59
Soybean	SRR19849613	69.29
Soybean	SRR19849623	69.16
Soybean	SRR19849614	69.14
Soybean	SRR19849627	69.01
Soybean	SRR2545899	68.87
Soybean	SRR19849622	68.85
Soybean	SRR19849616	68.75
Soybean	SRR12881678	68.66
Soybean	SRR12881692	68.62
Soybean	SRR12881677	68.61
Soybean	SRR12881683	68.61
Soybean	SRR12881684	68.60
Soybean	SRR12881679	68.50
Soybean	SRR12881685	68.48
Soybean	SRR12881693	68.41
Soybean	SRR3033500	68.40
Soybean	SRR12881688	68.31
Soybean	SRR19849624	68.31
Soybean	SRR12881687	68.22
Soybean	SRR12881680	68.19
Soybean	SRR12881682	68.14
Soybean	SRR12881676	68.00
Soybean	SRR12881681	67.97
Soybean	SRR12881689	67.97
Soybean	SRR12881690	67.95
Soybean	SRR12881691	67.76
Soybean	SRR19849625	67.44
Soybean	SRR3033506	67.37
Soybean	SRR2545903	67.14
Soybean	SRR3033502	67.02
Soybean	SRR12228784	67.00
Soybean	SRR19849611	66.85
Soybean	SRR19849628	66.82
Soybean	SRR2545897	66.57
Soybean	SRR12164949	66.37
Soybean	SRR18681926	65.71
Soybean	SRR12228785	65.68
Soybean	SRR18681922	64.81
Soybean	SRR18681927	64.73
Soybean	SRR18681918	64.72
Soybean	SRR19849620	64.67
Soybean	SRR18681921	64.28
Soybean	SRR19849619	64.21
Soybean	SRR10202509	64.13
Soybean	SRR10202507	64.10
Soybean	SRR18681923	63.84
Soybean	SRR18681919	63.73
Soybean	SRR10202508	63.68
Soybean	SRR18681916	63.65
Soybean	SRR18681924	63.55
Soybean	SRR18681917	63.28
Soybean	SRR18681925	62.99
Soybean	SRR19849621	62.94
Soybean	SRR10202504	62.68
Soybean	SRR10202505	62.48
Soybean	SRR18681920	62.14
Soybean	SRR19849612	61.07
Soybean	SRR19849615	60.56
Soybean	SRR12228788	60.07
Soybean	SRR10202503	60.02
Soybean	SRR12228790	59.44
Soybean	SRR12228787	58.67
Soybean	SRR12228786	58.45
Soybean	SRR10202476	58.13
Soybean	SRR12228782	58.09
Soybean	SRR10202475	57.90
Soybean	SRR19849618	57.72
Soybean	SRR10202513	57.45
Soybean	SRR19849612	57.07
Soybean	SRR10202477	56.87
Soybean	SRR12228783	56.48
Soybean	SRR19849615	56.32
Soybean	SRR10202470	55.23
Soybean	SRR12228791	54.85
Soybean	SRR12228789	54.47
Soybean	SRR10202512	54.31
Soybean	SRR12228793	54.27
Soybean	SRR10202473	53.99
Soybean	SRR10202510	53.97
Soybean	SRR12074577	53.33
Soybean	SRR12074570	53.25
Soybean	SRR12074570	53.08
Soybean	SRR10202511	52.59
Soybean	SRR10202515	52.59
Soybean	SRR12074578	52.31
Soybean	SRR12228792	52.08
Soybean	SRR10202514	51.82
Soybean	SRR10202469	51.70
Soybean	SRR10202472	51.30
Soybean	SRR10202468	50.95
Soybean	SRR12074568	49.46
Soybean	SRR12074569	48.83
Soybean	SRR10202471	48.51
Soybean	SRR12074574	47.36
Soybean	SRR11449199	47.08
Soybean	SRR11449194	46.91
Soybean	SRR11449197	46.49
Soybean	SRR11449196	46.31
Soybean	SRR891238	46.23
Soybean	SRR11449200	46.04
Soybean	SRR11449205	45.66
Soybean	SRR10202502	45.31
Soybean	SRR11449202	45.12
Soybean	SRR11449201	45.08
Soybean	SRR11449207	44.92
Soybean	SRR11449195	44.91
Soybean	SRR11449204	44.88
Soybean	SRR11449209	43.98
Soybean	SRR10202474	43.85
Soybean	SRR11449203	43.85
Soybean	SRR11449206	43.22
Soybean	SRR11449198	42.51
Soybean	SRR11449208	41.88
Soybean	DRR146883	40.72
Soybean	SRR12881686	38.95
Soybean	SRR12074567	37.92
Soybean	SRR2079643	37.12
Soybean	SRR12074571	33.33
Soybean	SRR12074572	31.99
Soybean	SRR12074573	31.83
Soybean	SRR12074575	27.63
Soybean	SRR12074576	26.13
Soybean	DRR146881	20.41
Soybean	DRR146879	9.75
Soybean	SRR1451679	0.64
Soybean	SRR1451681	0.63
Soybean	SRR1451680	0.60
Soybean	SRR1451678	0.59
Soybean	SRR1451613	0.11
Soybean	SRR1451623	0.09
Soybean	SRR1451620	0.07
Soybean	SRR1451619	0.05
Soybean	SRR1451617	0.04
Soybean	SRR1451622	0.04
Soybean	SRR1451616	0.03
Soybean	SRR1451614	0.01
Soybean	SRR1451612	0.00
Soybean	SRR1451615	0.00
Soybean	SRR1451618	0.00
Soybean	SRR1451621	0.00
Tomato	SRR15607568	82.78
Tomato	SRR15607569	81.74
Tomato	SRR15607541	81.16
Tomato	SRR17762455	76.11
Tomato	SRR7206497	75.78
Tomato	SRR7206495	75.56
Tomato	SRR17762456	75.54
Tomato	SRR7218473	75.42
Tomato	SRR17762454	75.25
Tomato	SRR7206499	75.16
Tomato	SRR7218472	75.12
Tomato	SRR7206505	75.11
Tomato	SRR17762458	74.99
Tomato	SRR17762425	74.76
Tomato	SRR17762457	74.45
Tomato	SRR17762453	73.85
Tomato	SRR7206503	73.82
Tomato	SRR12172683	73.23
Tomato	SRR12172686	73.22
Tomato	SRR12172699	73.10
Tomato	SRR17762451	72.99
Tomato	SRR7206504	72.95
Tomato	SRR12172681	72.94
Tomato	SRR12172688	72.91
Tomato	SRR11539291	72.88
Tomato	SRR12846213	72.79
Tomato	SRR12172690	72.75
Tomato	SRR12172701	72.65
Tomato	SRR12172705	72.62
Tomato	SRR12846217	72.55
Tomato	SRR11539301	72.51
Tomato	SRR12846224	72.50
Tomato	SRR12172677	72.47
Tomato	SRR12172675	72.46
Tomato	SRR12172692	72.30
Tomato	SRR12846209	72.22
Tomato	SRR12846210	72.15
Tomato	SRR11539300	72.14
Tomato	SRR12846233	72.04
Tomato	SRR11539302	72.00
Tomato	SRR11539303	72.00
Tomato	SRR11539292	71.84
Tomato	SRR7206497	71.84
Tomato	SRR12846227	71.83
Tomato	SRR12846202	71.71
Tomato	SRR7206500	71.65
Tomato	SRR12172684	71.64
Tomato	SRR12846214	71.61
Tomato	SRR12846211	71.57
Tomato	SRR12846212	71.55
Tomato	SRR12846215	71.54
Tomato	SRR11539294	71.47
Tomato	SRR11539298	71.46
Tomato	SRR7206502	71.40
Tomato	SRR7206496	71.39
Tomato	SRR12172703	71.37
Tomato	SRR17762452	71.34
Tomato	SRR12846221	71.33
Tomato	SRR11539304	71.19
Tomato	SRR12846223	71.16
Tomato	SRR7218473	71.16
Tomato	SRR12172682	71.13
Tomato	SRR12846226	71.05
Tomato	SRR12846230	71.05
Tomato	SRR12846225	70.90
Tomato	SRR12846220	70.68
Tomato	SRR12846231	70.65
Tomato	SRR12172695	70.64
Tomato	SRR12172697	70.43
Tomato	SRR7206495	70.40
Tomato	SRR18242839	70.37
Tomato	SRR7652563	70.35
Tomato	SRR7652568	70.33
Tomato	SRR11539290	70.32
Tomato	SRR7652565	70.31
Tomato	SRR11539296	70.30
Tomato	SRR7652567	70.20
Tomato	SRR10192967	70.13
Tomato	SRR12846203	70.13
Tomato	SRR13435481	70.10
Tomato	SRR13435480	70.05
Tomato	SRR11539305	70.01
Tomato	SRR11539307	69.92
Tomato	SRR12846228	69.91
Tomato	SRR12172678	69.89
Tomato	SRR13435482	69.82
Tomato	SRR13435476	69.79
Tomato	SRR13435467	69.78
Tomato	SRR12846222	69.70
Tomato	SRR12846219	69.62
Tomato	SRR7652566	69.58
Tomato	SRR12172679	69.56
Tomato	SRR10192965	69.53
Tomato	SRR13435477	69.49
Tomato	SRR10192966	69.48
Tomato	SRR12172694	69.47
Tomato	SRR12172704	69.44
Tomato	SRR12846229	69.44
Tomato	SRR12172685	69.42
Tomato	SRR7206505	69.42
Tomato	SRR13435479	69.41
Tomato	SRR13435475	69.33
Tomato	SRR13435478	69.32
Tomato	SRR7652569	69.31
Tomato	SRR18242837	69.29
Tomato	SRR12172676	69.17
Tomato	SRR12172706	69.15
Tomato	SRR13435474	69.13
Tomato	SRR7652573	69.05
Tomato	SRR13435468	69.04
Tomato	SRR7206503	68.97
Tomato	SRR11829574	68.90
Tomato	SRR11855627	68.90
Tomato	SRR12846200	68.89
Tomato	SRR11829562	68.87
Tomato	SRR11855629	68.87
Tomato	SRR18242838	68.87
Tomato	SRR13435471	68.85
Tomato	SRR11539297	68.77
Tomato	SRR10192971	68.76
Tomato	SRR12846199	68.72
Tomato	SRR12172700	68.71
Tomato	SRR12172687	68.66
Tomato	SRR10192975	68.65
Tomato	SRR13435484	68.63
Tomato	SRR11829572	68.63
Tomato	SRR11855637	68.63
Tomato	ERR5106720	68.59
Tomato	SRR11539306	68.44
Tomato	ERR5106718	68.37
Tomato	SRR12467603	68.36
Tomato	SRR13435469	68.34
Tomato	SRR15245012	68.34
Tomato	SRR13435483	68.34
Tomato	SRR12846201	68.34
Tomato	SRR11829561	68.29
Tomato	SRR11855647	68.29
Tomato	ERR5106721	68.27
Tomato	SRR12467598	68.27
Tomato	SRR11829573	68.26
Tomato	SRR11855628	68.26
Tomato	SRR10192974	68.25
Tomato	SRR7652570	68.20
Tomato	SRR13435473	68.15
Tomato	SRR13435470	68.13
Tomato	SRR12846232	68.10
Tomato	SRR12846216	68.03
Tomato	SRR12172702	68.02
Tomato	SRR12846205	68.02
Tomato	SRR13435472	68.01
Tomato	SRR12172698	67.88
Tomato	SRR7652564	67.88
Tomato	SRR11829564	67.84
Tomato	SRR11855645	67.84
Tomato	SRR12172696	67.82
Tomato	SRR7206499	67.76
Tomato	SRR7206494	67.73
Tomato	SRR12172680	67.71
Tomato	SRR15245009	67.70
Tomato	ERR5106719	67.68
Tomato	SRR7652571	67.64
Tomato	SRR11829563	67.54
Tomato	SRR11855646	67.54
Tomato	SRR11539293	67.43
Tomato	SRR21031284	67.37
Tomato	SRR15245002	67.32
Tomato	ERR5106716	67.19
Tomato	SRR12846207	67.19
Tomato	SRR15245001	67.17
Tomato	SRR12846206	67.13
Tomato	SRR12172691	67.06
Tomato	SRR15245013	67.00
Tomato	SRR12467604	66.83
Tomato	SRR15111740	66.80
Tomato	SRR12172693	66.68
Tomato	SRR12467607	66.68
Tomato	SRR11829540	66.60
Tomato	SRR11855632	66.60
Tomato	SRR21031285	66.59
Tomato	SRR11829538	66.59
Tomato	SRR11855634	66.59
Tomato	SRR15111737	66.52
Tomato	SRR11855630	66.35
Tomato	SRR11829551	66.35
Tomato	ERR5106713	66.28
Tomato	SRR11829541	66.25
Tomato	SRR11855631	66.25
Tomato	SRR11829566	66.21
Tomato	SRR11855643	66.21
Tomato	SRR10192964	66.11
Tomato	SRR15245011	66.05
Tomato	ERR5106717	65.99
Tomato	SRR10192972	65.99
Tomato	SRR10192969	65.92
Tomato	SRR15111732	65.90
Tomato	SRR7652562	65.82
Tomato	SRR11829569	65.79
Tomato	SRR11855640	65.79
Tomato	SRR10192973	65.78
Tomato	SRR11829570	65.72
Tomato	SRR11855639	65.72
Tomato	SRR10192970	65.66
Tomato	SRR15111738	65.51
Tomato	SRR21031283	65.45
Tomato	SRR15111739	65.43
Tomato	SRR11829568	65.35
Tomato	SRR11855641	65.35
Tomato	SRR11829536	65.34
Tomato	SRR11855636	65.34
Tomato	SRR10192968	65.31
Tomato	SRR11829539	65.31
Tomato	SRR11855633	65.31
Tomato	SRR14736140	65.25
Tomato	SRR14736138	65.22
Tomato	SRR14736137	65.20
Tomato	SRR11829565	65.16
Tomato	SRR11855644	65.16
Tomato	SRR14736139	65.12
Tomato	SRR11829567	65.08
Tomato	SRR11855642	65.08
Tomato	SRR15245000	65.00
Tomato	SRR15111731	64.91
Tomato	SRR7206501	64.86
Tomato	SRR12846234	64.82
Tomato	SRR11829571	64.79
Tomato	SRR11855638	64.79
Tomato	SRR12846204	64.77
Tomato	SRR15245005	64.69
Tomato	SRR14736123	64.68
Tomato	SRR15244998	64.67
Tomato	ERR5106714	64.58
Tomato	SRR14736090	64.58
Tomato	SRR21031282	64.57
Tomato	SRR14736157	64.57
Tomato	SRR14736145	64.56
Tomato	SRR12467615	64.55
Tomato	SRR14736112	64.55
Tomato	SRR21031291	64.54
Tomato	SRR15244997	64.53
Tomato	SRR14736134	64.53
Tomato	SRR14736156	64.48
Tomato	SRR14736101	64.42
Tomato	ERR5106561	64.41
Tomato	SRR21031290	64.39
Tomato	SRR11829537	64.16
Tomato	SRR11855635	64.16
Tomato	SRR15245003	64.05
Tomato	SRR15245006	63.86
Tomato	SRR12467591	63.78
Tomato	SRR11829560	63.76
Tomato	SRR11855648	63.76
Tomato	SRR12172689	63.53
Tomato	SRR15245010	63.50
Tomato	SRR11829572	63.32
Tomato	SRR11855637	63.32
Tomato	SRR15245014	63.25
Tomato	SRR7652572	63.24
Tomato	SRR12467590	63.22
Tomato	SRR14736118	63.12
Tomato	SRR14736115	63.08
Tomato	SRR14736116	63.08
Tomato	SRR12467613	63.01
Tomato	SRR14736105	62.96
Tomato	SRR11855651	62.93
Tomato	SRR11829557	62.93
Tomato	SRR14736103	62.93
Tomato	SRR14736117	62.93
Tomato	SRR14736102	62.92
Tomato	SRR14736104	62.85
Tomato	SRR15244999	62.72
Tomato	SRR11829559	62.67
Tomato	SRR11855649	62.67
Tomato	SRR15245004	62.59
Tomato	SRR14736100	62.58
Tomato	SRR14736097	62.57
Tomato	SRR14736098	62.44
Tomato	SRR14736099	62.43
Tomato	SRR14736122	62.23
Tomato	SRR14736119	62.22
Tomato	SRR14736129	62.09
Tomato	SRR14736121	62.08
Tomato	SRR14736131	62.07
Tomato	SRR14736128	62.03
Tomato	SRR14736120	62.00
Tomato	SRR14736130	62.00
Tomato	SRR11829558	61.98
Tomato	SRR11855650	61.98
Tomato	SRR12467593	61.91
Tomato	SRR14736127	61.79
Tomato	SRR14736124	61.76
Tomato	SRR12467592	61.73
Tomato	SRR14736125	61.73
Tomato	SRR7206496	61.66
Tomato	SRR14736126	61.65
Tomato	SRR12467606	61.49
Tomato	SRR11829550	61.47
Tomato	SRR11855657	61.47
Tomato	SRR14736149	61.47
Tomato	SRR14736146	61.40
Tomato	SRR14736147	61.40
Tomato	SRR12846208	61.30
Tomato	SRR14736148	61.26
Tomato	SRR12467602	61.25
Tomato	SRR14736136	61.23
Tomato	SRR14736132	61.21
Tomato	SRR14736133	61.18
Tomato	SRR14736135	61.07
Tomato	SRR7206498	61.00
Tomato	SRR14736141	61.00
Tomato	SRR14736144	60.98
Tomato	SRR14736142	60.97
Tomato	SRR14736143	60.84
Tomato	SRR12467608	60.78
Tomato	SRR15245008	60.74
Tomato	SRR15245007	60.56
Tomato	SRR12846218	60.56
Tomato	SRR11855652	60.39
Tomato	SRR11829556	60.39
Tomato	SRR12467605	59.91
Tomato	SRR12467594	59.66
Tomato	SRR11855653	58.93
Tomato	SRR11829555	58.93
Tomato	SRR7206494	58.42
Tomato	SRR12467595	57.95
Tomato	SRR11855656	57.93
Tomato	SRR11829552	57.93
Tomato	SRR14736092	57.92
Tomato	SRR14736088	57.90
Tomato	SRR14736089	57.82
Tomato	SRR14736091	57.74
Tomato	SRR12467611	57.55
Tomato	SRR14736087	57.17
Tomato	SRR14736155	57.06
Tomato	SRR14736154	57.03
Tomato	SRR12467596	56.87
Tomato	SRR14736086	56.82
Tomato	SRR14736096	56.71
Tomato	SRR14736093	56.66
Tomato	SRR14736094	56.59
Tomato	SRR14736095	56.55
Tomato	SRR12467612	56.20
Tomato	SRR11829546	55.77
Tomato	SRR11855661	55.77
Tomato	SRR12467601	55.70
Tomato	SRR11829549	55.15
Tomato	SRR11855658	55.15
Tomato	SRR12467617	55.10
Tomato	SRR12467597	54.82
Tomato	SRR11829547	54.50
Tomato	SRR11855660	54.50
Tomato	SRR12467609	54.43
Tomato	SRR12467588	54.41
Tomato	SRR12467610	54.13
Tomato	SRR7206501	54.07
Tomato	SRR11829544	53.80
Tomato	SRR11855663	53.80
Tomato	SRR12467614	53.54
Tomato	SRR12467616	53.42
Tomato	SRR11855654	53.26
Tomato	SRR11829554	53.26
Tomato	SRR12467599	52.83
Tomato	SRR11829545	51.81
Tomato	SRR11855662	51.81
Tomato	SRR11829548	51.23
Tomato	SRR11855659	51.23
Tomato	SRR11829543	50.48
Tomato	SRR11855664	50.48
Tomato	SRR11855655	50.46
Tomato	SRR11829553	50.46
Tomato	SRR12467600	49.83
Tomato	SRR15111741	49.47
Tomato	SRR7206498	49.43
Tomato	SRR15111733	49.13
Tomato	SRR12467589	48.86
Tomato	SRR14736153	48.42
Tomato	SRR14736150	48.38
Tomato	SRR15111743	48.18
Tomato	SRR14736151	48.16
Tomato	SRR14736152	48.13
Tomato	SRR15111746	48.10
Tomato	SRR14736106	47.97
Tomato	SRR15111744	47.95
Tomato	SRR14736109	47.95
Tomato	SRR14736108	47.84
Tomato	SRR14736107	47.77
Tomato	SRR15111735	47.62
Tomato	SRR11829542	47.11
Tomato	SRR11855665	47.11
Tomato	SRR15111736	46.90
Tomato	SRR15111745	46.51
Tomato	SRR14736114	46.47
Tomato	SRR14736111	46.40
Tomato	SRR14736110	46.38
Tomato	SRR14736113	46.33
Tomato	SRR15111729	45.65
Tomato	SRR15111730	45.30
Tomato	SRR15111742	44.96
Tomato	SRR15111734	44.79
Tomato	SRR11539299	0.38
Tomato	SRR11539295	0.34
Tomato	SRR5865241	0.00
Tomato	SRR5865242	0.00
Tomato	SRR5865243	0.00
Tomato	SRR5865244	0.00
Tomato	SRR5865245	0.00
Tomato	SRR5865246	0.00
Tomato	SRR5865247	0.00
Tomato	SRR5865248	0.00
Tomato	SRR5865249	0.00
Tomato	SRR5865250	0.00
Tomato	SRR5865251	0.00
Tomato	SRR5865252	0.00
Tomato	SRR5865253	0.00
Tomato	SRR5865254	0.00
Tomato	SRR5865255	0.00
Tomato	SRR5865256	0.00
Tomato	SRR5865257	0.00
