Species	SRA	Percent
Maize	SRR12681561	82.87
Maize	SRR22534042	82.87
Maize	SRR12681587	82.86
Maize	SRR2144445	82.86
Maize	SRR10303747	82.85
Maize	SRR16069019	82.85
Maize	SRR6671828	82.85
Maize	SRR6671852	82.85
Maize	SRR6402503	82.85
Maize	SRR14138229	82.83
Maize	SRR6402642	82.82
Maize	SRR6828116	82.80
Maize	SRR14138192	82.78
Maize	SRR2338100	82.77
Maize	SRR10303765	82.76
Maize	SRR14138207	82.73
Maize	SRR11933397	82.72
Maize	SRR6402639	82.72
Maize	SRR12681589	82.71
Maize	SRR6671847	82.70
Maize	SRR6402633	82.69
Maize	SRR6671853	82.68
Maize	SRR6402624	82.68
Maize	SRR12681568	82.67
Maize	SRR12681581	82.66
Maize	SRR13334700	82.66
Maize	SRR11933401	82.65
Maize	SRR6402567	82.65
Maize	SRR11933395	82.64
Maize	SRR6402618	82.63
Maize	SRR14138237	82.62
Maize	SRR6671824	82.62
Maize	SRR925465	82.60
Maize	SRR10303763	82.59
Maize	SRR6402609	82.58
Maize	SRR6402592	82.57
Maize	SRR12681592	82.56
Maize	SRR10303769	82.55
Maize	SRR16069023	82.48
Maize	SRR6402504	82.48
Maize	SRR2144444	82.47
Maize	SRR14138214	82.47
Maize	SRR6671826	82.47
Maize	SRR6402581	82.47
Maize	SRR10303757	82.46
Maize	SRR12681567	82.45
Maize	SRR16094055	82.45
Maize	SRR14138206	82.43
Maize	SRR6322645	82.42
Maize	SRR6402557	82.39
Maize	SRR14138232	82.38
Maize	SRR6402438	82.38
Maize	SRR11932919	82.38
Maize	SRR14138187	82.37
Maize	SRR16069020	82.36
Maize	SRR11932960	82.35
Maize	SRR6402577	82.35
Maize	SRR11933343	82.34
Maize	SRR6402605	82.34
Maize	SRR11933350	82.34
Maize	SRR3105599	82.33
Maize	SRR5989969	82.30
Maize	SRR11933053	82.29
Maize	SRR14138204	82.29
Maize	SRR14138243	82.29
Maize	SRR2144432	82.25
Maize	SRR10303736	82.25
Maize	SRR10303753	82.24
Maize	SRR11933076	82.23
Maize	SRR6402443	82.22
Maize	SRR6402469	82.22
Maize	SRR16094054	82.21
Maize	SRR11933214	82.21
Maize	SRR16069021	82.20
Maize	SRR3105594	82.20
Maize	SRR6402421	82.19
Maize	SRR12681582	82.18
Maize	SRR6402574	82.18
Maize	SRR14138200	82.17
Maize	SRR6402445	82.17
Maize	SRR10303770	82.16
Maize	SRR10303768	82.14
Maize	SRR10303759	82.12
Maize	SRR6402625	82.09
Maize	SRR12681573	82.07
Maize	SRR16094056	82.07
Maize	SRR10303732	82.06
Maize	SRR6402597	82.05
Maize	SRR10303738	82.04
Maize	SRR6402638	82.03
Maize	SRR17329150	82.01
Maize	SRR14138231	81.99
Maize	SRR16094047	81.98
Maize	SRR6665370	81.97
Maize	SRR6402387	81.97
Maize	SRR6402594	81.96
Maize	SRR14138219	81.96
Maize	SRR6402576	81.96
Maize	SRR6402596	81.93
Maize	SRR10303737	81.92
Maize	SRR13334702	81.92
Maize	SRR7615294	81.91
Maize	SRR9185074	81.90
Maize	SRR10303773	81.90
Maize	SRR11933059	81.90
Maize	SRR6402462	81.90
Maize	SRR6402632	81.89
Maize	SRR6671848	81.89
Maize	SRR6402635	81.89
Maize	SRR6402566	81.88
Maize	SRR16069022	81.87
Maize	SRR6402569	81.86
Maize	SRR6402580	81.86
Maize	SRR12681583	81.85
Maize	SRR13587504	81.85
Maize	SRR14138198	81.83
Maize	SRR9185075	81.82
Maize	SRR14138249	81.80
Maize	SRR11933330	81.77
Maize	SRR11933165	81.76
Maize	SRR6402578	81.76
Maize	SRR2144455	81.75
Maize	SRR12681584	81.75
Maize	SRR10303771	81.74
Maize	SRR6402584	81.74
Maize	SRR11932965	81.73
Maize	SRR11932875	81.72
Maize	SRR13334711	81.71
Maize	SRR17399597	81.69
Maize	SRR23823504	81.69
Maize	SRR11933070	81.68
Maize	SRR6402634	81.67
Maize	SRR11933463	81.67
Maize	SRR6402391	81.67
Maize	SRR6402608	81.64
Maize	SRR10303733	81.64
Maize	SRR10153113	81.63
Maize	SRR9185077	81.63
Maize	SRR10303756	81.62
Maize	SRR11933004	81.61
Maize	SRR6402628	81.61
Maize	SRR11932807	81.60
Maize	SRR11933058	81.60
Maize	SRR14138184	81.59
Maize	SRR6402571	81.59
Maize	SRR5674375	81.56
Maize	SRR11933365	81.55
Maize	SRR12681577	81.55
Maize	SRR1785762	81.55
Maize	SRR14138245	81.54
Maize	SRR11933479	81.53
Maize	SRR6402554	81.52
Maize	SRR10303731	81.52
Maize	SRR11932909	81.51
Maize	SRR11933341	81.48
Maize	SRR11933033	81.47
Maize	SRR11933482	81.46
Maize	SRR14138213	81.46
Maize	SRR6671835	81.45
Maize	SRR12681576	81.44
Maize	SRR6402573	81.43
Maize	SRR6322648	81.43
Maize	SRR11933449	81.42
Maize	SRR11933007	81.42
Maize	SRR16094046	81.42
Maize	SRR6402500	81.41
Maize	SRR16094050	81.39
Maize	SRR10303760	81.37
Maize	SRR1788793	81.36
Maize	SRR11932963	81.35
Maize	SRR6402593	81.34
Maize	SRR6402631	81.32
Maize	SRR6402565	81.31
Maize	SRR10303739	81.31
Maize	SRR3105598	81.29
Maize	SRR11933183	81.28
Maize	SRR6402427	81.28
Maize	SRR6402647	81.27
Maize	SRR11932972	81.27
Maize	SRR6402502	81.24
Maize	SRR6402599	81.23
Maize	SRR11933455	81.22
Maize	SRR11933475	81.19
Maize	SRR10303767	81.19
Maize	SRR11933427	81.17
Maize	SRR11933086	81.17
Maize	SRR14138217	81.17
Maize	SRR6402552	81.16
Maize	SRR6402585	81.15
Maize	SRR11932854	81.15
Maize	SRR6402384	81.14
Maize	SRR11933063	81.11
Maize	SRR6402460	81.11
Maize	SRR11933378	81.10
Maize	SRR6402479	81.08
Maize	SRR14138235	81.08
Maize	SRR6402615	81.07
Maize	SRR17329146	81.07
Maize	SRR6402606	81.06
Maize	SRR11933411	81.02
Maize	SRR2316297	81.01
Maize	SRR6402374	81.00
Maize	SRR14138222	80.99
Maize	SRR6402482	80.97
Maize	SRR6322640	80.96
Maize	SRR10303749	80.95
Maize	SRR6402499	80.95
Maize	SRR6402636	80.93
Maize	SRR10303741	80.93
Maize	SRR11933054	80.92
Maize	SRR5674387	80.92
Maize	SRR11933340	80.91
Maize	SRR14138186	80.91
Maize	SRR14138215	80.91
Maize	SRR13334710	80.88
Maize	SRR13334713	80.88
Maize	SRR11933441	80.87
Maize	SRR11932840	80.87
Maize	SRR6665374	80.86
Maize	SRR17015911	80.84
Maize	SRR6402490	80.83
Maize	SRR10303750	80.82
Maize	SRR11933467	80.81
Maize	SRR11933145	80.77
Maize	SRR11933400	80.76
Maize	SRR6402586	80.74
Maize	SRR11933265	80.73
Maize	SRR5989973	80.72
Maize	SRR11933421	80.71
Maize	SRR6402560	80.71
Maize	SRR6402392	80.70
Maize	SRR11932977	80.68
Maize	SRR10303751	80.68
Maize	SRR11933031	80.67
Maize	SRR11933141	80.67
Maize	SRR11933413	80.67
Maize	SRR11933032	80.66
Maize	SRR11933188	80.66
Maize	SRR11932879	80.65
Maize	SRR10153115	80.65
Maize	SRR6402471	80.65
Maize	SRR11933218	80.63
Maize	SRR11933393	80.63
Maize	SRR6665371	80.63
Maize	SRR11933213	80.62
Maize	SRR2144420	80.61
Maize	SRR14138216	80.61
Maize	SRR11933082	80.60
Maize	SRR6402630	80.58
Maize	SRR11932855	80.58
Maize	SRR9185079	80.58
Maize	SRR536836	80.58
Maize	SRR11932869	80.56
Maize	SRR17329158	80.56
Maize	SRR6402603	80.52
Maize	SRR11933129	80.48
Maize	SRR6402591	80.47
Maize	SRR11932927	80.47
Maize	SRR6402426	80.47
Maize	SRR9185078	80.46
Maize	SRR6402487	80.46
Maize	SRR11932888	80.45
Maize	SRR6402497	80.43
Maize	SRR6402464	80.42
Maize	SRR6402466	80.42
Maize	SRR11933468	80.39
Maize	SRR11932929	80.36
Maize	SRR14138183	80.36
Maize	SRR5989974	80.35
Maize	SRR6402614	80.33
Maize	SRR11933315	80.28
Maize	SRR17015912	80.28
Maize	SRR11933323	80.28
Maize	SRR11933167	80.27
Maize	SRR6402637	80.27
Maize	SRR10303745	80.26
Maize	SRR6402623	80.26
Maize	SRR11933459	80.25
Maize	SRR14138205	80.25
Maize	SRR5674378	80.25
Maize	SRR6402646	80.24
Maize	SRR11933157	80.23
Maize	SRR11933250	80.23
Maize	SRR6402498	80.21
Maize	SRR6402602	80.19
Maize	SRR11933461	80.18
Maize	SRR6402411	80.16
Maize	SRR6402463	80.14
Maize	SRR11933276	80.13
Maize	SRR11933200	80.13
Maize	SRR6402564	80.13
Maize	SRR11932995	80.11
Maize	SRR11933263	80.05
Maize	SRR11933298	80.04
Maize	SRR6402583	80.04
Maize	SRR6402449	80.03
Maize	SRR11932984	80.02
Maize	SRR11932858	80.01
Maize	SRR11933013	80.01
Maize	SRR11933120	80.01
Maize	SRR6402457	80.01
Maize	SRR6402423	80.00
Maize	SRR5989970	79.99
Maize	SRR1788806	79.98
Maize	SRR11932997	79.97
Maize	SRR6402558	79.96
Maize	SRR11932982	79.95
Maize	SRR6402587	79.95
Maize	SRR6402477	79.94
Maize	SRR11932957	79.94
Maize	SRR11933203	79.93
Maize	SRR11933042	79.93
Maize	SRR11932954	79.92
Maize	SRR11933368	79.92
Maize	SRR11933021	79.91
Maize	SRR5674379	79.91
Maize	SRR11933100	79.90
Maize	SRR13587507	79.89
Maize	SRR11933043	79.88
Maize	SRR11932808	79.86
Maize	SRR14138252	79.86
Maize	SRR17015910	79.86
Maize	SRR6402475	79.85
Maize	SRR6402568	79.84
Maize	SRR6671846	79.84
Maize	SRR7615288	79.84
Maize	SRR11933161	79.80
Maize	SRR5674389	79.80
Maize	SRR6402626	79.79
Maize	SRR6402430	79.78
Maize	SRR11933334	79.77
Maize	SRR6402643	79.76
Maize	SRR11933439	79.74
Maize	SRR6402456	79.73
Maize	SRR11933254	79.73
Maize	SRR11933444	79.73
Maize	SRR6402640	79.73
Maize	SRR11933160	79.72
Maize	SRR11933317	79.71
Maize	SRR11933424	79.71
Maize	SRR6402607	79.71
Maize	SRR10303752	79.69
Maize	SRR11933387	79.68
Maize	SRR10303742	79.67
Maize	SRR6402383	79.67
Maize	SRR11933431	79.66
Maize	SRR6402465	79.66
Maize	SRR14138242	79.65
Maize	SRR11933403	79.63
Maize	SRR5674376	79.63
Maize	SRR11933460	79.62
Maize	SRR11933020	79.62
Maize	SRR1788805	79.60
Maize	SRR6402446	79.59
Maize	SRR6402442	79.58
Maize	SRR11932805	79.57
Maize	SRR11933029	79.57
Maize	SRR6402572	79.57
Maize	SRR11933060	79.57
Maize	SRR11933052	79.55
Maize	SRR14138212	79.54
Maize	SRR6402429	79.53
Maize	SRR13587505	79.53
Maize	SRR6402415	79.53
Maize	SRR11933316	79.50
Maize	SRR13587519	79.49
Maize	SRR11933187	79.47
Maize	SRR6402394	79.47
Maize	SRR6402433	79.47
Maize	SRR11933305	79.44
Maize	SRR6402644	79.44
Maize	SRR6402559	79.44
Maize	SRR11933325	79.43
Maize	SRR6402376	79.42
Maize	SRR1788794	79.40
Maize	SRR6402444	79.39
Maize	SRR6402414	79.38
Maize	SRR6402481	79.38
Maize	SRR6402424	79.37
Maize	SRR11933142	79.35
Maize	SRR6402478	79.35
Maize	SRR6402495	79.34
Maize	SRR11933051	79.34
Maize	SRR6402621	79.33
Maize	SRR6402480	79.32
Maize	SRR6402484	79.32
Maize	SRR11933487	79.32
Maize	SRR6402418	79.32
Maize	SRR11933114	79.29
Maize	SRR6402476	79.28
Maize	SRR11933385	79.27
Maize	SRR22534047	79.26
Maize	SRR11933410	79.26
Maize	SRR11932923	79.25
Maize	SRR6402439	79.25
Maize	SRR11933369	79.24
Maize	SRR11933295	79.23
Maize	SRR11932883	79.23
Maize	SRR1788792	79.21
Maize	SRR6402362	79.21
Maize	SRR11933453	79.17
Maize	SRR11932884	79.17
Maize	SRR11933358	79.16
Maize	SRR11932970	79.16
Maize	SRR6402641	79.16
Maize	SRR11933155	79.15
Maize	SRR6402556	79.15
Maize	SRR6402468	79.15
Maize	SRR6402435	79.14
Maize	SRR11932811	79.14
Maize	SRR11933450	79.11
Maize	SRR11932915	79.10
Maize	SRR6402472	79.09
Maize	SRR6402600	79.08
Maize	SRR11932945	79.08
Maize	SRR11933339	79.07
Maize	SRR6402441	79.07
Maize	SRR6402506	79.01
Maize	SRR11932983	79.01
Maize	SRR6402382	79.01
Maize	SRR6402590	79.00
Maize	SRR11933328	78.99
Maize	SRR11932973	78.99
Maize	SRR11932986	78.99
Maize	SRR6402488	78.99
Maize	SRR6402561	78.99
Maize	SRR11932958	78.98
Maize	SRR6402649	78.97
Maize	SRR11933124	78.93
Maize	SRR6402489	78.93
Maize	SRR11933182	78.93
Maize	SRR11933271	78.92
Maize	SRR6402371	78.91
Maize	SRR11933309	78.91
Maize	SRR6402598	78.91
Maize	SRR11933105	78.89
Maize	SRR11933085	78.89
Maize	SRR6402373	78.88
Maize	SRR6402648	78.87
Maize	SRR6402555	78.87
Maize	SRR11933062	78.86
Maize	SRR11933164	78.85
Maize	SRR11933150	78.84
Maize	SRR11933446	78.84
Maize	SRR11933034	78.84
Maize	SRR6402505	78.82
Maize	SRR11932976	78.82
Maize	SRR6402450	78.81
Maize	SRR11933036	78.79
Maize	SRR11933335	78.78
Maize	SRR22534046	78.78
Maize	SRR5674377	78.78
Maize	SRR10303754	78.77
Maize	SRR10303743	78.75
Maize	SRR14138248	78.73
Maize	SRR11932882	78.72
Maize	SRR13334699	78.72
Maize	SRR6402595	78.72
Maize	SRR11932833	78.71
Maize	SRR11932864	78.70
Maize	SRR13587511	78.69
Maize	SRR11933370	78.67
Maize	SRR6402377	78.67
Maize	SRR6402589	78.66
Maize	SRR11932806	78.66
Maize	SRR6402409	78.66
Maize	SRR6402467	78.66
Maize	SRR6402396	78.65
Maize	SRR11933454	78.64
Maize	SRR11933306	78.62
Maize	SRR6402440	78.62
Maize	SRR11933024	78.62
Maize	SRR11933126	78.61
Maize	SRR11933481	78.60
Maize	SRR11933068	78.60
Maize	SRR6402470	78.59
Maize	SRR11932818	78.58
Maize	SRR6402381	78.56
Maize	SRR6402432	78.56
Maize	SRR11932906	78.55
Maize	SRR11933139	78.55
Maize	SRR23823498	78.55
Maize	SRR6402410	78.54
Maize	SRR16070376	78.52
Maize	SRR6402386	78.50
Maize	SRR11933041	78.49
Maize	SRR6402483	78.43
Maize	SRR11932877	78.41
Maize	SRR6402622	78.39
Maize	SRR14138241	78.39
Maize	SRR6402412	78.38
Maize	SRR11933435	78.36
Maize	SRR11932863	78.32
Maize	SRR11933057	78.31
Maize	SRR11932852	78.31
Maize	SRR11932964	78.30
Maize	SRR6665373	78.30
Maize	SRR11933055	78.27
Maize	SRR6402393	78.27
Maize	SRR6402459	78.27
Maize	SRR6402613	78.26
Maize	SRR11933285	78.25
Maize	SRR13587515	78.23
Maize	SRR4237219	78.22
Maize	SRR6402485	78.22
Maize	SRR6402375	78.20
Maize	SRR11933283	78.18
Maize	SRR11933184	78.18
Maize	SRR11932979	78.18
Maize	SRR11933471	78.17
Maize	SRR11932953	78.17
Maize	SRR11933269	78.17
Maize	SRR11932813	78.16
Maize	SRR6402588	78.15
Maize	SRR11933153	78.12
Maize	SRR11933189	78.10
Maize	SRR11933367	78.08
Maize	SRR6402385	78.08
Maize	SRR6402473	78.07
Maize	SRR11933445	78.06
Maize	SRR11933128	78.05
Maize	SRR11933159	78.03
Maize	SRR11933106	78.02
Maize	SRR11933331	78.01
Maize	SRR11932826	78.00
Maize	SRR11933224	78.00
Maize	SRR6402601	78.00
Maize	SRR6402491	77.99
Maize	SRR11932842	77.98
Maize	SRR13587503	77.96
Maize	SRR6402458	77.96
Maize	SRR11933075	77.95
Maize	SRR6402434	77.95
Maize	SRR11932880	77.94
Maize	SRR11933201	77.93
Maize	SRR11933026	77.92
Maize	SRR11933245	77.92
Maize	SRR11933092	77.90
Maize	SRR6402420	77.90
Maize	SRR11933216	77.89
Maize	SRR6402563	77.88
Maize	SRR11933279	77.88
Maize	SRR11933199	77.88
Maize	SRR11932921	77.88
Maize	SRR6402417	77.86
Maize	SRR11932874	77.83
Maize	SRR11932907	77.83
Maize	SRR6402398	77.83
Maize	SRR11933273	77.82
Maize	SRR6402645	77.82
Maize	SRR11933102	77.80
Maize	SRR6402408	77.80
Maize	SRR11933000	77.79
Maize	SRR11933373	77.78
Maize	SRR11933304	77.77
Maize	SRR13587513	77.77
Maize	SRR6402422	77.77
Maize	SRR11933281	77.75
Maize	SRR6402627	77.73
Maize	SRR13587516	77.72
Maize	SRR6402616	77.72
Maize	SRR11932962	77.71
Maize	SRR16070374	77.71
Maize	SRR5674385	77.70
Maize	SRR6402474	77.69
Maize	SRR11932827	77.67
Maize	SRR11932819	77.64
Maize	SRR11932989	77.61
Maize	SRR11933363	77.60
Maize	SRR11933091	77.60
Maize	SRR11933425	77.56
Maize	SRR6402452	77.56
Maize	SRR6402570	77.55
Maize	SRR11933422	77.52
Maize	SRR11932941	77.52
Maize	SRR11932886	77.51
Maize	SRR6402486	77.51
Maize	SRR11933346	77.51
Maize	SRR11933210	77.50
Maize	SRR6402413	77.50
Maize	SRR11933372	77.49
Maize	SRR6402620	77.49
Maize	SRR11933038	77.46
Maize	SRR11933488	77.45
Maize	SRR13587517	77.44
Maize	SRR11932822	77.43
Maize	SRR6402395	77.41
Maize	SRR11933123	77.37
Maize	SRR6402431	77.35
Maize	SRR16070379	77.35
Maize	SRR11933381	77.34
Maize	SRR11933389	77.33
Maize	SRR11933426	77.33
Maize	SRR11933103	77.29
Maize	SRR11933027	77.28
Maize	SRR11933152	77.27
Maize	SRR11933097	77.26
Maize	SRR11933198	77.26
Maize	SRR11932820	77.25
Maize	SRR11932991	77.25
Maize	SRR11933261	77.25
Maize	SRR11932980	77.24
Maize	SRR11933456	77.23
Maize	SRR11933099	77.21
Maize	SRR14138199	77.21
Maize	SRR11933237	77.19
Maize	SRR11933332	77.17
Maize	SRR11933119	77.16
Maize	SRR11932885	77.15
Maize	SRR11932843	77.12
Maize	SRR11933225	77.12
Maize	SRR11933294	77.11
Maize	SRR11933206	77.10
Maize	SRR11933154	77.10
Maize	SRR11933212	77.09
Maize	SRR6402380	77.07
Maize	SRR11933078	77.06
Maize	SRR5344623	77.06
Maize	SRR11933039	77.05
Maize	SRR11932873	77.01
Maize	SRR11932990	76.99
Maize	SRR11933452	76.98
Maize	SRR2144422	76.98
Maize	SRR16070375	76.98
Maize	SRR6665379	76.97
Maize	SRR11932816	76.96
Maize	SRR11932920	76.96
Maize	SRR11933135	76.95
Maize	SRR11932939	76.93
Maize	SRR11933185	76.93
Maize	SRR11933016	76.93
Maize	SRR11932845	76.93
Maize	SRR11932829	76.93
Maize	SRR11933017	76.91
Maize	SRR11932860	76.88
Maize	SRR11933065	76.87
Maize	SRR13587510	76.86
Maize	SRR6402399	76.86
Maize	SRR6402617	76.86
Maize	SRR11932887	76.85
Maize	SRR6402363	76.84
Maize	SRR11933084	76.83
Maize	SRR11933179	76.83
Maize	SRR11933289	76.83
Maize	SRR11932935	76.82
Maize	SRR11933131	76.80
Maize	SRR11933477	76.80
Maize	SRR11932878	76.79
Maize	SRR11932804	76.74
Maize	SRR11932981	76.73
Maize	SRR11933108	76.73
Maize	SRR6402612	76.73
Maize	SRR11933262	76.71
Maize	SRR11933310	76.70
Maize	SRR11932992	76.69
Maize	SRR11933001	76.68
Maize	SRR11932985	76.68
Maize	SRR2144433	76.68
Maize	SRR11933398	76.68
Maize	SRR11933044	76.67
Maize	SRR11933257	76.67
Maize	SRR11933292	76.67
Maize	SRR6402492	76.62
Maize	SRR11932841	76.60
Maize	SRR11932838	76.58
Maize	SRR6402402	76.58
Maize	SRR11933260	76.57
Maize	SRR6402400	76.57
Maize	SRR5358814	76.54
Maize	SRR11933069	76.53
Maize	SRR11933266	76.53
Maize	SRR11933361	76.50
Maize	SRR6402436	76.49
Maize	SRR6402388	76.48
Maize	SRR11932998	76.47
Maize	SRR11933115	76.47
Maize	SRR11933202	76.45
Maize	SRR11933338	76.45
Maize	SRR6402403	76.44
Maize	SRR11932857	76.42
Maize	SRR6665377	76.42
Maize	SRR11933193	76.36
Maize	SRR11932908	76.36
Maize	SRR11933297	76.35
Maize	SRR6402455	76.35
Maize	SRR11933348	76.32
Maize	SRR11932815	76.32
Maize	SRR6402378	76.31
Maize	SRR11933208	76.31
Maize	SRR13587514	76.29
Maize	SRR11933392	76.28
Maize	SRR11932948	76.28
Maize	SRR11932988	76.25
Maize	SRR11933071	76.24
Maize	SRR6402437	76.22
Maize	SRR11933374	76.22
Maize	SRR13587502	76.20
Maize	SRR11933364	76.18
Maize	SRR11932969	76.17
Maize	SRR11933420	76.17
Maize	SRR6402407	76.16
Maize	SRR11933355	76.15
Maize	SRR6402369	76.11
Maize	SRR11933303	76.10
Maize	SRR11932821	76.09
Maize	SRR11933047	76.09
Maize	SRR11933451	76.09
Maize	SRR11932931	76.07
Maize	SRR11933402	76.07
Maize	SRR11932944	76.06
Maize	SRR11933300	76.06
Maize	SRR11933353	76.02
Maize	SRR11933333	76.00
Maize	SRR16070378	75.95
Maize	SRR6402404	75.93
Maize	SRR6402416	75.90
Maize	SRR11933399	75.89
Maize	SRR536837	75.89
Maize	SRR11932916	75.86
Maize	SRR11933383	75.85
Maize	SRR11932933	75.85
Maize	SRR11933415	75.85
Maize	SRR11933268	75.84
Maize	SRR11933428	75.82
Maize	SRR6402401	75.79
Maize	SRR11932851	75.78
Maize	SRR11932978	75.78
Maize	SRR6402419	75.76
Maize	SRR11933322	75.76
Maize	SRR4237200	75.71
Maize	SRR6402379	75.68
Maize	SRR11933175	75.65
Maize	SRR11932949	75.59
Maize	SRR11933056	75.59
Maize	SRR11933302	75.58
Maize	SRR11932867	75.57
Maize	SRR11933307	75.57
Maize	SRR4237211	75.57
Maize	SRR11932814	75.52
Maize	SRR11933018	75.52
Maize	SRR11932847	75.51
Maize	SRR11932922	75.51
Maize	SRR11933247	75.44
Maize	SRR11933156	75.43
Maize	SRR11933170	75.42
Maize	SRR11933274	75.41
Maize	SRR11932952	75.39
Maize	SRR11933391	75.38
Maize	SRR6402366	75.37
Maize	SRR11932975	75.34
Maize	SRR11932868	75.33
Maize	SRR11933308	75.32
Maize	SRR11932809	75.32
Maize	SRR11933287	75.32
Maize	SRR6402361	75.32
Maize	SRR11933030	75.30
Maize	SRR6402368	75.21
Maize	SRR11933217	75.14
Maize	SRR11933116	75.14
Maize	SRR11932999	75.13
Maize	SRR11933022	75.13
Maize	SRR11933101	75.11
Maize	SRR11933162	75.10
Maize	SRR11932881	75.05
Maize	SRR6665378	75.02
Maize	SRR11933220	75.01
Maize	SRR11933457	75.00
Maize	SRR11933379	74.98
Maize	SRR11933121	74.97
Maize	SRR11932905	74.95
Maize	SRR11933072	74.95
Maize	SRR6402428	74.93
Maize	SRR11932987	74.92
Maize	SRR11933002	74.91
Maize	SRR11933337	74.90
Maize	SRR11932897	74.88
Maize	SRR11932917	74.88
Maize	SRR11932828	74.85
Maize	SRR11932893	74.79
Maize	SRR11932865	74.76
Maize	SRR11933093	74.75
Maize	SRR11932895	74.75
Maize	SRR11933356	74.74
Maize	SRR11933046	74.74
Maize	SRR6402405	74.74
Maize	SRR11933064	74.73
Maize	SRR11933376	74.72
Maize	SRR6402629	74.72
Maize	SRR13587508	74.70
Maize	SRR6402494	74.70
Maize	SRR11933336	74.67
Maize	SRR11933133	74.64
Maize	SRR11932834	74.60
Maize	SRR11932900	74.53
Maize	SRR11933469	74.52
Maize	SRR11933234	74.48
Maize	SRR11933299	74.45
Maize	SRR13587509	74.45
Maize	SRR11932996	74.42
Maize	SRR2144435	74.38
Maize	SRR11932912	74.38
Maize	SRR11932830	74.37
Maize	SRR11933009	74.37
Maize	SRR11932926	74.37
Maize	SRR11933178	74.36
Maize	SRR6402389	74.33
Maize	SRR11932846	74.32
Maize	SRR6402365	74.32
Maize	SRR11932839	74.31
Maize	SRR6402397	74.31
Maize	SRR11932850	74.30
Maize	SRR11933125	74.29
Maize	SRR6665368	74.29
Maize	SRR11933382	74.28
Maize	SRR11932956	74.28
Maize	SRR11933181	74.27
Maize	SRR11933386	74.27
Maize	SRR11933296	74.25
Maize	SRR2144415	74.25
Maize	SRR11932946	74.23
Maize	SRR11932836	74.22
Maize	SRR11932810	74.18
Maize	SRR11932966	74.11
Maize	SRR11932904	74.10
Maize	SRR11933023	74.09
Maize	SRR11932947	74.06
Maize	SRR11932913	74.05
Maize	SRR11932930	74.02
Maize	SRR11932896	73.99
Maize	SRR6402367	73.99
Maize	SRR11933012	73.99
Maize	SRR11932924	73.95
Maize	SRR11933466	73.93
Maize	SRR11933313	73.93
Maize	SRR11933462	73.92
Maize	SRR11933258	73.85
Maize	SRR11933465	73.82
Maize	SRR11933006	73.75
Maize	SRR11933209	73.73
Maize	SRR11933229	73.72
Maize	SRR11933081	73.60
Maize	SRR6402610	73.58
Maize	SRR11933019	73.57
Maize	SRR11933117	73.53
Maize	SRR11933151	73.51
Maize	SRR6402496	73.44
Maize	SRR11933146	73.43
Maize	SRR11933416	73.41
Maize	SRR11933010	73.37
Maize	SRR11933215	73.30
Maize	SRR11932844	73.26
Maize	SRR11933136	73.26
Maize	SRR11933485	73.21
Maize	SRR11933256	73.19
Maize	SRR11933104	73.15
Maize	SRR5358817	73.14
Maize	SRR11933311	73.13
Maize	SRR11933349	73.11
Maize	SRR6402451	73.05
Maize	SRR11933414	73.03
Maize	SRR11933407	73.03
Maize	SRR11932871	72.94
Maize	SRR6402448	72.88
Maize	SRR6402454	72.87
Maize	SRR11933222	72.84
Maize	SRR11933067	72.84
Maize	SRR11933470	72.80
Maize	SRR11933443	72.78
Maize	SRR11933130	72.75
Maize	SRR11933144	72.73
Maize	SRR11933430	72.70
Maize	SRR11933476	72.69
Maize	SRR11933204	72.62
Maize	SRR5358811	72.59
Maize	SRR11932951	72.56
Maize	SRR6402493	72.55
Maize	SRR11932936	72.51
Maize	SRR5358813	72.51
Maize	SRR11933087	72.50
Maize	SRR11933440	72.48
Maize	SRR11932925	72.47
Maize	SRR11933474	72.46
Maize	SRR11933171	72.44
Maize	SRR11932961	72.42
Maize	SRR7615296	72.32
Maize	SRR11932853	72.29
Maize	SRR11933321	72.29
Maize	SRR11933290	72.18
Maize	SRR10153103	71.98
Maize	SRR11932942	71.97
Maize	SRR11932849	71.97
Maize	SRR11933113	71.84
Maize	SRR5358812	71.82
Maize	SRR11933180	71.80
Maize	SRR11933259	71.72
Maize	SRR11933061	71.71
Maize	SRR11933351	71.60
Maize	SRR6402453	71.60
Maize	SRR11932967	71.54
Maize	SRR11933194	71.51
Maize	SRR6665376	71.51
Maize	SRR11933073	71.49
Maize	SRR11932937	71.45
Maize	SRR6402447	71.44
Maize	SRR11933352	71.40
Maize	SRR5358805	71.38
Maize	SRR11933278	71.34
Maize	SRR11933418	71.16
Maize	SRR11933345	71.12
Maize	SRR11932934	71.04
Maize	SRR11933040	70.82
Maize	SRR11933232	70.71
Maize	SRR11933344	70.63
Maize	SRR11933197	70.62
Maize	SRR11933195	70.58
Maize	SRR11932994	70.55
Maize	SRR5358818	70.49
Maize	SRR5358806	70.47
Maize	SRR11933366	70.44
Maize	SRR11933429	70.43
Maize	SRR11933177	70.42
Maize	SRR5358816	70.35
Maize	SRR11933158	70.34
Maize	SRR13587512	70.31
Maize	SRR11932859	70.30
Maize	SRR11933037	70.28
Maize	SRR5358803	70.28
Maize	SRR11933134	70.17
Maize	SRR11933143	70.15
Maize	SRR11933448	70.13
Maize	SRR11933127	70.06
Maize	SRR11932824	70.02
